key,subject,seed,backend,size,file,prompt
018_laivas,a cargo ship,,openai,1536x1024,018_laivas.png,"An illustration for a Lithuanian-language learning flashcard, in the style of a late Soviet instructional wall chart / civil-defense (Grazhdanskaya Oborona) training poster, circa 1975-1985. This is an educational technical wall chart, NOT propaganda and NOT a political poster: clean technical textbook illustration (between a botanical plate and an engineering manual), realistic proportions, clean outlines, muted printing colors, deadpan instructional calm, a structured grid layout with generous white space and an aged cream-paper offset-print feel. Where people appear they are ordinary Soviet-era Lithuanian people with neutral expressions and no heroic posing, in a period late-1970s setting. Subject: a cargo ship. Draw it in clear static side profile. Keep the subject large and dominant in the foreground, floating cleanly on the cream paper on a simple background. Any people who appear are ordinary workers in plain muted blue-grey civil-defense coveralls, soft flat-topped cloth workers' caps (the Lenin-style flat cap) or bareheaded, and black kirza-style work boots. Only include people the subject or scene actually calls for; do not add an extra standing figure that is not needed. Include 2 to 3 small supporting insets: a close-up of a key part — a wheel, the engine, or a fitting; the vehicle in use, driven or loaded by workers. Do NOT include internal anatomical cutaways or cross-sections of bodies — no organs, no digestive tracts, no bone interiors, no skin-layer diagrams, no udder or muscle interiors. Use external close-up details instead. (A simple sliced view of a fruit or plain object is fine.) Render NO text, NO lettering, NO numbers, NO words, NO labels and NO captions anywhere in the image — no leader-line labels, no writing in any panel, on any flag, sign, or object, and none in the header or footer bands. Any area that would normally hold text must be left completely blank. Frame the card with a plain solid dark-red horizontal band across the very top and another across the very bottom, plus a thin dark-red border around the whole card. These bands are blank design elements and must contain no text whatsoever. Keep ALL illustration content — every figure, object, and inset panel — fully inside the inner frame; nothing may overlap, touch, or extend across the red header or footer bands. If any national emblem is shown at all, use ONLY a small Lithuanian tricolor flag (a horizontal yellow band on top, green in the middle, red on the bottom), placed small and only where it fits naturally. Do NOT include coats of arms, the Vytis knight, the Columns of Gediminas, or any other heraldic emblem or badge. Do not put a flag on every card — many cards need no emblem at all. Render any human hands with clean, natural anatomy and exactly five fingers, and render animal paws, hooves and feet cleanly and correctly — no extra or malformed fingers or toes."
019_padanga,a rubber road tire,,openai,1536x1024,019_padanga.png,"An illustration for a Lithuanian-language learning flashcard, in the style of a late Soviet instructional wall chart / civil-defense (Grazhdanskaya Oborona) training poster, circa 1975-1985. This is an educational technical wall chart, NOT propaganda and NOT a political poster: clean technical textbook illustration (between a botanical plate and an engineering manual), realistic proportions, clean outlines, muted printing colors, deadpan instructional calm, a structured grid layout with generous white space and an aged cream-paper offset-print feel. Where people appear they are ordinary Soviet-era Lithuanian people with neutral expressions and no heroic posing, in a period late-1970s setting. Subject: a rubber road tire. Draw it in clear static side profile. Keep the subject large and dominant in the foreground, floating cleanly on the cream paper on a simple background. Any people who appear are ordinary workers in plain muted blue-grey civil-defense coveralls, soft flat-topped cloth workers' caps (the Lenin-style flat cap) or bareheaded, and black kirza-style work boots. Only include people the subject or scene actually calls for; do not add an extra standing figure that is not needed. Include 2 to 3 small supporting insets: a close-up of a key part — a wheel, the engine, or a fitting; the vehicle in use, driven or loaded by workers. Do NOT include internal anatomical cutaways or cross-sections of bodies — no organs, no digestive tracts, no bone interiors, no skin-layer diagrams, no udder or muscle interiors. Use external close-up details instead. (A simple sliced view of a fruit or plain object is fine.) Render NO text, NO lettering, NO numbers, NO words, NO labels and NO captions anywhere in the image — no leader-line labels, no writing in any panel, on any flag, sign, or object, and none in the header or footer bands. Any area that would normally hold text must be left completely blank. Frame the card with a plain solid dark-red horizontal band across the very top and another across the very bottom, plus a thin dark-red border around the whole card. These bands are blank design elements and must contain no text whatsoever. Keep ALL illustration content — every figure, object, and inset panel — fully inside the inner frame; nothing may overlap, touch, or extend across the red header or footer bands. If any national emblem is shown at all, use ONLY a small Lithuanian tricolor flag (a horizontal yellow band on top, green in the middle, red on the bottom), placed small and only where it fits naturally. Do NOT include coats of arms, the Vytis knight, the Columns of Gediminas, or any other heraldic emblem or badge. Do not put a flag on every card — many cards need no emblem at all. Render any human hands with clean, natural anatomy and exactly five fingers, and render animal paws, hooves and feet cleanly and correctly — no extra or malformed fingers or toes."
020_benzinas,a fuel canister and a pump nozzle,,openai,1536x1024,020_benzinas.png,"An illustration for a Lithuanian-language learning flashcard, in the style of a late Soviet instructional wall chart / civil-defense (Grazhdanskaya Oborona) training poster, circa 1975-1985. This is an educational technical wall chart, NOT propaganda and NOT a political poster: clean technical textbook illustration (between a botanical plate and an engineering manual), realistic proportions, clean outlines, muted printing colors, deadpan instructional calm, a structured grid layout with generous white space and an aged cream-paper offset-print feel. Where people appear they are ordinary Soviet-era Lithuanian people with neutral expressions and no heroic posing, in a period late-1970s setting. Subject: a fuel canister and a pump nozzle. Draw it in clear static side profile. Keep the subject large and dominant in the foreground, floating cleanly on the cream paper on a simple background. Any people who appear are ordinary workers in plain muted blue-grey civil-defense coveralls, soft flat-topped cloth workers' caps (the Lenin-style flat cap) or bareheaded, and black kirza-style work boots. Only include people the subject or scene actually calls for; do not add an extra standing figure that is not needed. Include 2 to 3 small supporting insets: a close-up of a key part — a wheel, the engine, or a fitting; the vehicle in use, driven or loaded by workers. Do NOT include internal anatomical cutaways or cross-sections of bodies — no organs, no digestive tracts, no bone interiors, no skin-layer diagrams, no udder or muscle interiors. Use external close-up details instead. (A simple sliced view of a fruit or plain object is fine.) Render NO text, NO lettering, NO numbers, NO words, NO labels and NO captions anywhere in the image — no leader-line labels, no writing in any panel, on any flag, sign, or object, and none in the header or footer bands. Any area that would normally hold text must be left completely blank. Frame the card with a plain solid dark-red horizontal band across the very top and another across the very bottom, plus a thin dark-red border around the whole card. These bands are blank design elements and must contain no text whatsoever. Keep ALL illustration content — every figure, object, and inset panel — fully inside the inner frame; nothing may overlap, touch, or extend across the red header or footer bands. If any national emblem is shown at all, use ONLY a small Lithuanian tricolor flag (a horizontal yellow band on top, green in the middle, red on the bottom), placed small and only where it fits naturally. Do NOT include coats of arms, the Vytis knight, the Columns of Gediminas, or any other heraldic emblem or badge. Do not put a flag on every card — many cards need no emblem at all. Render any human hands with clean, natural anatomy and exactly five fingers, and render animal paws, hooves and feet cleanly and correctly — no extra or malformed fingers or toes."
021_variklis,an automobile engine block,,openai,1536x1024,021_variklis.png,"An illustration for a Lithuanian-language learning flashcard, in the style of a late Soviet instructional wall chart / civil-defense (Grazhdanskaya Oborona) training poster, circa 1975-1985. This is an educational technical wall chart, NOT propaganda and NOT a political poster: clean technical textbook illustration (between a botanical plate and an engineering manual), realistic proportions, clean outlines, muted printing colors, deadpan instructional calm, a structured grid layout with generous white space and an aged cream-paper offset-print feel. Where people appear they are ordinary Soviet-era Lithuanian people with neutral expressions and no heroic posing, in a period late-1970s setting. Subject: an automobile engine block. Draw it in clear static side profile. Keep the subject large and dominant in the foreground, floating cleanly on the cream paper on a simple background. Any people who appear are ordinary workers in plain muted blue-grey civil-defense coveralls, soft flat-topped cloth workers' caps (the Lenin-style flat cap) or bareheaded, and black kirza-style work boots. Only include people the subject or scene actually calls for; do not add an extra standing figure that is not needed. Include 2 to 3 small supporting insets: a close-up of a key part — a wheel, the engine, or a fitting; the vehicle in use, driven or loaded by workers. Do NOT include internal anatomical cutaways or cross-sections of bodies — no organs, no digestive tracts, no bone interiors, no skin-layer diagrams, no udder or muscle interiors. Use external close-up details instead. (A simple sliced view of a fruit or plain object is fine.) Render NO text, NO lettering, NO numbers, NO words, NO labels and NO captions anywhere in the image — no leader-line labels, no writing in any panel, on any flag, sign, or object, and none in the header or footer bands. Any area that would normally hold text must be left completely blank. Frame the card with a plain solid dark-red horizontal band across the very top and another across the very bottom, plus a thin dark-red border around the whole card. These bands are blank design elements and must contain no text whatsoever. Keep ALL illustration content — every figure, object, and inset panel — fully inside the inner frame; nothing may overlap, touch, or extend across the red header or footer bands. If any national emblem is shown at all, use ONLY a small Lithuanian tricolor flag (a horizontal yellow band on top, green in the middle, red on the bottom), placed small and only where it fits naturally. Do NOT include coats of arms, the Vytis knight, the Columns of Gediminas, or any other heraldic emblem or badge. Do not put a flag on every card — many cards need no emblem at all. Render any human hands with clean, natural anatomy and exactly five fingers, and render animal paws, hooves and feet cleanly and correctly — no extra or malformed fingers or toes."
022_bilietas,a small blank paper train ticket,,openai,1536x1024,022_bilietas.png,"An illustration for a Lithuanian-language learning flashcard, in the style of a late Soviet instructional wall chart / civil-defense (Grazhdanskaya Oborona) training poster, circa 1975-1985. This is an educational technical wall chart, NOT propaganda and NOT a political poster: clean technical textbook illustration (between a botanical plate and an engineering manual), realistic proportions, clean outlines, muted printing colors, deadpan instructional calm, a structured grid layout with generous white space and an aged cream-paper offset-print feel. Where people appear they are ordinary Soviet-era Lithuanian people with neutral expressions and no heroic posing, in a period late-1970s setting. Subject: a small blank paper train ticket. Draw it in clear static side profile. Keep the subject large and dominant in the foreground, floating cleanly on the cream paper on a simple background. Any people who appear are ordinary workers in plain muted blue-grey civil-defense coveralls, soft flat-topped cloth workers' caps (the Lenin-style flat cap) or bareheaded, and black kirza-style work boots. Only include people the subject or scene actually calls for; do not add an extra standing figure that is not needed. Include 2 to 3 small supporting insets: a close-up of a key part — a wheel, the engine, or a fitting; the vehicle in use, driven or loaded by workers. Do NOT include internal anatomical cutaways or cross-sections of bodies — no organs, no digestive tracts, no bone interiors, no skin-layer diagrams, no udder or muscle interiors. Use external close-up details instead. (A simple sliced view of a fruit or plain object is fine.) Render NO text, NO lettering, NO numbers, NO words, NO labels and NO captions anywhere in the image — no leader-line labels, no writing in any panel, on any flag, sign, or object, and none in the header or footer bands. Any area that would normally hold text must be left completely blank. Frame the card with a plain solid dark-red horizontal band across the very top and another across the very bottom, plus a thin dark-red border around the whole card. These bands are blank design elements and must contain no text whatsoever. Keep ALL illustration content — every figure, object, and inset panel — fully inside the inner frame; nothing may overlap, touch, or extend across the red header or footer bands. If any national emblem is shown at all, use ONLY a small Lithuanian tricolor flag (a horizontal yellow band on top, green in the middle, red on the bottom), placed small and only where it fits naturally. Do NOT include coats of arms, the Vytis knight, the Columns of Gediminas, or any other heraldic emblem or badge. Do not put a flag on every card — many cards need no emblem at all. Render any human hands with clean, natural anatomy and exactly five fingers, and render animal paws, hooves and feet cleanly and correctly — no extra or malformed fingers or toes."
023_transportas,"a chart of transport modes — a bus, a truck, and a bicycle — in side profile",,openai,1536x1024,023_transportas.png,"An illustration for a Lithuanian-language learning flashcard, in the style of a late Soviet instructional wall chart / civil-defense (Grazhdanskaya Oborona) training poster, circa 1975-1985. This is an educational technical wall chart, NOT propaganda and NOT a political poster: clean technical textbook illustration (between a botanical plate and an engineering manual), realistic proportions, clean outlines, muted printing colors, deadpan instructional calm, a structured grid layout with generous white space and an aged cream-paper offset-print feel. Where people appear they are ordinary Soviet-era Lithuanian people with neutral expressions and no heroic posing, in a period late-1970s setting. Subject: a chart of transport modes — a bus, a truck, and a bicycle — in side profile. Compose the card as a calm specimen chart: arrange the named items in an even row or grid, each drawn small, clean and complete in its own right, with no single item dominating the card. Keep the subject large and dominant in the foreground, floating cleanly on the cream paper on a simple background. Any people who appear are ordinary workers in plain muted blue-grey civil-defense coveralls, soft flat-topped cloth workers' caps (the Lenin-style flat cap) or bareheaded, and black kirza-style work boots. Only include people the subject or scene actually calls for; do not add an extra standing figure that is not needed. Render NO text, NO lettering, NO numbers, NO words, NO labels and NO captions anywhere in the image — no leader-line labels, no writing in any panel, on any flag, sign, or object, and none in the header or footer bands. Any area that would normally hold text must be left completely blank. Frame the card with a plain solid dark-red horizontal band across the very top and another across the very bottom, plus a thin dark-red border around the whole card. These bands are blank design elements and must contain no text whatsoever. Keep ALL illustration content — every figure, object, and inset panel — fully inside the inner frame; nothing may overlap, touch, or extend across the red header or footer bands. If any national emblem is shown at all, use ONLY a small Lithuanian tricolor flag (a horizontal yellow band on top, green in the middle, red on the bottom), placed small and only where it fits naturally. Do NOT include coats of arms, the Vytis knight, the Columns of Gediminas, or any other heraldic emblem or badge. Do not put a flag on every card — many cards need no emblem at all. Render any human hands with clean, natural anatomy and exactly five fingers, and render animal paws, hooves and feet cleanly and correctly — no extra or malformed fingers or toes."
011_traukinys,a passenger train with locomotive and one carriage,,openai,1536x1024,011_traukinys.png,"An illustration for a Lithuanian-language learning flashcard, in the style of a late Soviet instructional wall chart / civil-defense (Grazhdanskaya Oborona) training poster, circa 1975-1985. This is an educational technical wall chart, NOT propaganda and NOT a political poster: clean technical textbook illustration (between a botanical plate and an engineering manual), realistic proportions, clean outlines, muted printing colors, deadpan instructional calm, a structured grid layout with generous white space and an aged cream-paper offset-print feel. Where people appear they are ordinary Soviet-era Lithuanian people with neutral expressions and no heroic posing, in a period late-1970s setting. Subject: a passenger train with locomotive and one carriage. Draw it in clear static side profile. Keep the subject large and dominant in the foreground, floating cleanly on the cream paper on a simple background. Any people who appear are ordinary workers in plain muted blue-grey civil-defense coveralls, soft flat-topped cloth workers' caps (the Lenin-style flat cap) or bareheaded, and black kirza-style work boots. Only include people the subject or scene actually calls for; do not add an extra standing figure that is not needed. Include 2 to 3 small supporting insets: a close-up of a key part — a wheel, the engine, or a fitting; the vehicle in use, driven or loaded by workers. Do NOT include internal anatomical cutaways or cross-sections of bodies — no organs, no digestive tracts, no bone interiors, no skin-layer diagrams, no udder or muscle interiors. Use external close-up details instead. (A simple sliced view of a fruit or plain object is fine.) Render NO text, NO lettering, NO numbers, NO words, NO labels and NO captions anywhere in the image — no leader-line labels, no writing in any panel, on any flag, sign, or object, and none in the header or footer bands. Any area that would normally hold text must be left completely blank. Frame the card with a plain solid dark-red horizontal band across the very top and another across the very bottom, plus a thin dark-red border around the whole card. These bands are blank design elements and must contain no text whatsoever. Keep ALL illustration content — every figure, object, and inset panel — fully inside the inner frame; nothing may overlap, touch, or extend across the red header or footer bands. If any national emblem is shown at all, use ONLY a small Lithuanian tricolor flag (a horizontal yellow band on top, green in the middle, red on the bottom), placed small and only where it fits naturally. Do NOT include coats of arms, the Vytis knight, the Columns of Gediminas, or any other heraldic emblem or badge. Do not put a flag on every card — many cards need no emblem at all. Render any human hands with clean, natural anatomy and exactly five fingers, and render animal paws, hooves and feet cleanly and correctly — no extra or malformed fingers or toes."
011_traukinys,a passenger train with locomotive and one carriage,,openai,1536x1024,011_traukinys.png,"An illustration for a Lithuanian-language learning flashcard, in the style of a late Soviet instructional wall chart / civil-defense (Grazhdanskaya Oborona) training poster, circa 1975-1985. This is an educational technical wall chart, NOT propaganda and NOT a political poster: clean technical textbook illustration (between a botanical plate and an engineering manual), realistic proportions, clean outlines, muted printing colors, deadpan instructional calm, a structured grid layout with generous white space and an aged cream-paper offset-print feel. Where people appear they are ordinary Soviet-era Lithuanian people with neutral expressions and no heroic posing, in a period late-1970s setting. Subject: a passenger train with locomotive and one carriage. Draw it in clear static side profile. Keep the subject large and dominant in the foreground, floating cleanly on the cream paper on a simple background. Any people who appear are ordinary workers in plain muted blue-grey civil-defense coveralls, soft flat-topped cloth workers' caps (the Lenin-style flat cap) or bareheaded, and black kirza-style work boots. Only include people the subject or scene actually calls for; do not add an extra standing figure that is not needed. Include 2 to 3 small supporting insets: a close-up of a key part — a wheel, the engine, or a fitting; the vehicle in use, driven or loaded by workers. Do NOT include internal anatomical cutaways or cross-sections of bodies — no organs, no digestive tracts, no bone interiors, no skin-layer diagrams, no udder or muscle interiors. Use external close-up details instead. (A simple sliced view of a fruit or plain object is fine.) Render NO text, NO lettering, NO numbers, NO words, NO labels and NO captions anywhere in the image — no leader-line labels, no writing in any panel, on any flag, sign, or object, and none in the header or footer bands. Any area that would normally hold text must be left completely blank. Frame the card with a plain solid dark-red horizontal band across the very top and another across the very bottom, plus a thin dark-red border around the whole card. These bands are blank design elements and must contain no text whatsoever. Keep ALL illustration content — every figure, object, and inset panel — fully inside the inner frame; nothing may overlap, touch, or extend across the red header or footer bands. If any national emblem is shown at all, use ONLY a small Lithuanian tricolor flag (a horizontal yellow band on top, green in the middle, red on the bottom), placed small and only where it fits naturally. Do NOT include coats of arms, the Vytis knight, the Columns of Gediminas, or any other heraldic emblem or badge. Do not put a flag on every card — many cards need no emblem at all. Render any human hands with clean, natural anatomy and exactly five fingers, and render animal paws, hooves and feet cleanly and correctly — no extra or malformed fingers or toes."
012_lektuvas,a passenger airplane,,openai,1536x1024,012_lektuvas.png,"An illustration for a Lithuanian-language learning flashcard, in the style of a late Soviet instructional wall chart / civil-defense (Grazhdanskaya Oborona) training poster, circa 1975-1985. This is an educational technical wall chart, NOT propaganda and NOT a political poster: clean technical textbook illustration (between a botanical plate and an engineering manual), realistic proportions, clean outlines, muted printing colors, deadpan instructional calm, a structured grid layout with generous white space and an aged cream-paper offset-print feel. Where people appear they are ordinary Soviet-era Lithuanian people with neutral expressions and no heroic posing, in a period late-1970s setting. Subject: a passenger airplane. Draw it in clear static side profile. Keep the subject large and dominant in the foreground, floating cleanly on the cream paper on a simple background. Any people who appear are ordinary workers in plain muted blue-grey civil-defense coveralls, soft flat-topped cloth workers' caps (the Lenin-style flat cap) or bareheaded, and black kirza-style work boots. Only include people the subject or scene actually calls for; do not add an extra standing figure that is not needed. Include 2 to 3 small supporting insets: a close-up of a key part — a wheel, the engine, or a fitting; the vehicle in use, driven or loaded by workers. Do NOT include internal anatomical cutaways or cross-sections of bodies — no organs, no digestive tracts, no bone interiors, no skin-layer diagrams, no udder or muscle interiors. Use external close-up details instead. (A simple sliced view of a fruit or plain object is fine.) Render NO text, NO lettering, NO numbers, NO words, NO labels and NO captions anywhere in the image — no leader-line labels, no writing in any panel, on any flag, sign, or object, and none in the header or footer bands. Any area that would normally hold text must be left completely blank. Frame the card with a plain solid dark-red horizontal band across the very top and another across the very bottom, plus a thin dark-red border around the whole card. These bands are blank design elements and must contain no text whatsoever. Keep ALL illustration content — every figure, object, and inset panel — fully inside the inner frame; nothing may overlap, touch, or extend across the red header or footer bands. If any national emblem is shown at all, use ONLY a small Lithuanian tricolor flag (a horizontal yellow band on top, green in the middle, red on the bottom), placed small and only where it fits naturally. Do NOT include coats of arms, the Vytis knight, the Columns of Gediminas, or any other heraldic emblem or badge. Do not put a flag on every card — many cards need no emblem at all. Render any human hands with clean, natural anatomy and exactly five fingers, and render animal paws, hooves and feet cleanly and correctly — no extra or malformed fingers or toes."
012_lektuvas,a passenger airplane,,openai,1536x1024,012_lektuvas.png,"An illustration for a Lithuanian-language learning flashcard, in the style of a late Soviet instructional wall chart / civil-defense (Grazhdanskaya Oborona) training poster, circa 1975-1985. This is an educational technical wall chart, NOT propaganda and NOT a political poster: clean technical textbook illustration (between a botanical plate and an engineering manual), realistic proportions, clean outlines, muted printing colors, deadpan instructional calm, a structured grid layout with generous white space and an aged cream-paper offset-print feel. Where people appear they are ordinary Soviet-era Lithuanian people with neutral expressions and no heroic posing, in a period late-1970s setting. Subject: a passenger airplane. Draw it in clear static side profile. Keep the subject large and dominant in the foreground, floating cleanly on the cream paper on a simple background. Any people who appear are ordinary workers in plain muted blue-grey civil-defense coveralls, soft flat-topped cloth workers' caps (the Lenin-style flat cap) or bareheaded, and black kirza-style work boots. Only include people the subject or scene actually calls for; do not add an extra standing figure that is not needed. Include 2 to 3 small supporting insets: a close-up of a key part — a wheel, the engine, or a fitting; the vehicle in use, driven or loaded by workers. Do NOT include internal anatomical cutaways or cross-sections of bodies — no organs, no digestive tracts, no bone interiors, no skin-layer diagrams, no udder or muscle interiors. Use external close-up details instead. (A simple sliced view of a fruit or plain object is fine.) Render NO text, NO lettering, NO numbers, NO words, NO labels and NO captions anywhere in the image — no leader-line labels, no writing in any panel, on any flag, sign, or object, and none in the header or footer bands. Any area that would normally hold text must be left completely blank. Frame the card with a plain solid dark-red horizontal band across the very top and another across the very bottom, plus a thin dark-red border around the whole card. These bands are blank design elements and must contain no text whatsoever. Keep ALL illustration content — every figure, object, and inset panel — fully inside the inner frame; nothing may overlap, touch, or extend across the red header or footer bands. If any national emblem is shown at all, use ONLY a small Lithuanian tricolor flag (a horizontal yellow band on top, green in the middle, red on the bottom), placed small and only where it fits naturally. Do NOT include coats of arms, the Vytis knight, the Columns of Gediminas, or any other heraldic emblem or badge. Do not put a flag on every card — many cards need no emblem at all. Render any human hands with clean, natural anatomy and exactly five fingers, and render animal paws, hooves and feet cleanly and correctly — no extra or malformed fingers or toes."
021_variklis,an automobile engine block,,openai,1536x1024,021_variklis.png,"An illustration for a Lithuanian-language learning flashcard, in the style of a late Soviet instructional wall chart / civil-defense (Grazhdanskaya Oborona) training poster, circa 1975-1985. This is an educational technical wall chart, NOT propaganda and NOT a political poster: clean technical textbook illustration (between a botanical plate and an engineering manual), realistic proportions, clean outlines, muted printing colors, deadpan instructional calm, a structured grid layout with generous white space and an aged cream-paper offset-print feel. Where people appear they are ordinary Soviet-era Lithuanian people with neutral expressions and no heroic posing, in a period late-1970s setting. Subject: an automobile engine block. Draw it in clear static side profile. Keep the subject large and dominant in the foreground, floating cleanly on the cream paper on a simple background. Any people who appear are ordinary workers in plain muted blue-grey civil-defense coveralls, soft flat-topped cloth workers' caps (the Lenin-style flat cap) or bareheaded, and black kirza-style work boots. Only include people the subject or scene actually calls for; do not add an extra standing figure that is not needed. Include 2 to 3 small supporting insets: a close-up of a key part — a wheel, the engine, or a fitting; the vehicle in use, driven or loaded by workers. Do NOT include internal anatomical cutaways or cross-sections of bodies — no organs, no digestive tracts, no bone interiors, no skin-layer diagrams, no udder or muscle interiors. Use external close-up details instead. (A simple sliced view of a fruit or plain object is fine.) Render NO text, NO lettering, NO numbers, NO words, NO labels and NO captions anywhere in the image — no leader-line labels, no writing in any panel, on any flag, sign, or object, and none in the header or footer bands. Any area that would normally hold text must be left completely blank. Frame the card with a plain solid dark-red horizontal band across the very top and another across the very bottom, plus a thin dark-red border around the whole card. These bands are blank design elements and must contain no text whatsoever. Keep ALL illustration content — every figure, object, and inset panel — fully inside the inner frame; nothing may overlap, touch, or extend across the red header or footer bands. If any national emblem is shown at all, use ONLY a small Lithuanian tricolor flag (a horizontal yellow band on top, green in the middle, red on the bottom), placed small and only where it fits naturally. Do NOT include coats of arms, the Vytis knight, the Columns of Gediminas, or any other heraldic emblem or badge. Do not put a flag on every card — many cards need no emblem at all. Render any human hands with clean, natural anatomy and exactly five fingers, and render animal paws, hooves and feet cleanly and correctly — no extra or malformed fingers or toes."
021_variklis,an automobile engine block,,openai,1536x1024,021_variklis.png,"An illustration for a Lithuanian-language learning flashcard, in the style of a late Soviet instructional wall chart / civil-defense (Grazhdanskaya Oborona) training poster, circa 1975-1985. This is an educational technical wall chart, NOT propaganda and NOT a political poster: clean technical textbook illustration (between a botanical plate and an engineering manual), realistic proportions, clean outlines, muted printing colors, deadpan instructional calm, a structured grid layout with generous white space and an aged cream-paper offset-print feel. Where people appear they are ordinary Soviet-era Lithuanian people with neutral expressions and no heroic posing, in a period late-1970s setting. Subject: an automobile engine block. Draw it in clear static side profile. Keep the subject large and dominant in the foreground, floating cleanly on the cream paper on a simple background. Any people who appear are ordinary workers in plain muted blue-grey civil-defense coveralls, soft flat-topped cloth workers' caps (the Lenin-style flat cap) or bareheaded, and black kirza-style work boots. Only include people the subject or scene actually calls for; do not add an extra standing figure that is not needed. Include 2 to 3 small supporting insets: a close-up of a key part — a wheel, the engine, or a fitting; the vehicle in use, driven or loaded by workers. Do NOT include internal anatomical cutaways or cross-sections of bodies — no organs, no digestive tracts, no bone interiors, no skin-layer diagrams, no udder or muscle interiors. Use external close-up details instead. (A simple sliced view of a fruit or plain object is fine.) Render NO text, NO lettering, NO numbers, NO words, NO labels and NO captions anywhere in the image — no leader-line labels, no writing in any panel, on any flag, sign, or object, and none in the header or footer bands. Any area that would normally hold text must be left completely blank. Frame the card with a plain solid dark-red horizontal band across the very top and another across the very bottom, plus a thin dark-red border around the whole card. These bands are blank design elements and must contain no text whatsoever. Keep ALL illustration content — every figure, object, and inset panel — fully inside the inner frame; nothing may overlap, touch, or extend across the red header or footer bands. If any national emblem is shown at all, use ONLY a small Lithuanian tricolor flag (a horizontal yellow band on top, green in the middle, red on the bottom), placed small and only where it fits naturally. Do NOT include coats of arms, the Vytis knight, the Columns of Gediminas, or any other heraldic emblem or badge. Do not put a flag on every card — many cards need no emblem at all. Render any human hands with clean, natural anatomy and exactly five fingers, and render animal paws, hooves and feet cleanly and correctly — no extra or malformed fingers or toes."
021_variklis,an automobile engine block,,openai,1536x1024,021_variklis.png,"An illustration for a Lithuanian-language learning flashcard, in the style of a late Soviet instructional wall chart / civil-defense (Grazhdanskaya Oborona) training poster, circa 1975-1985. This is an educational technical wall chart, NOT propaganda and NOT a political poster: clean technical textbook illustration (between a botanical plate and an engineering manual), realistic proportions, clean outlines, muted printing colors, deadpan instructional calm, a structured grid layout with generous white space and an aged cream-paper offset-print feel. Where people appear they are ordinary Soviet-era Lithuanian people with neutral expressions and no heroic posing, in a period late-1970s setting. Subject: an automobile engine block. Draw it in clear static side profile. Keep the subject large and dominant in the foreground, floating cleanly on the cream paper on a simple background. Any people who appear are ordinary workers in plain muted blue-grey civil-defense coveralls, soft flat-topped cloth workers' caps (the Lenin-style flat cap) or bareheaded, and black kirza-style work boots. Only include people the subject or scene actually calls for; do not add an extra standing figure that is not needed. Include 2 to 3 small supporting insets: a close-up of a key part — a wheel, the engine, or a fitting; the vehicle in use, driven or loaded by workers. Do NOT include internal anatomical cutaways or cross-sections of bodies — no organs, no digestive tracts, no bone interiors, no skin-layer diagrams, no udder or muscle interiors. Use external close-up details instead. (A simple sliced view of a fruit or plain object is fine.) Render NO text, NO lettering, NO numbers, NO words, NO labels and NO captions anywhere in the image — no leader-line labels, no writing in any panel, on any flag, sign, or object, and none in the header or footer bands. Any area that would normally hold text must be left completely blank. Frame the card with a plain solid dark-red horizontal band across the very top and another across the very bottom, plus a thin dark-red border around the whole card. These bands are blank design elements and must contain no text whatsoever. Keep ALL illustration content — every figure, object, and inset panel — fully inside the inner frame; nothing may overlap, touch, or extend across the red header or footer bands. If any national emblem is shown at all, use ONLY a small Lithuanian tricolor flag (a horizontal yellow band on top, green in the middle, red on the bottom), placed small and only where it fits naturally. Do NOT include coats of arms, the Vytis knight, the Columns of Gediminas, or any other heraldic emblem or badge. Do not put a flag on every card — many cards need no emblem at all. Render any human hands with clean, natural anatomy and exactly five fingers, and render animal paws, hooves and feet cleanly and correctly — no extra or malformed fingers or toes."
